"","salted_title","salted_id","Gender","Identity","IQ","MedDept","Success"
"5682","gjoxfRaymond Sikorskigjoxf","gjoxf22337gjoxf","Male","Public",107,"75835",TRUE
"5683","gjoxfRay Coffingjoxf","gjoxf593205gjoxf","Male","No Dual",90,"39943",TRUE
"5684","gjoxfRavenousgjoxf","gjoxf30887gjoxf","Male",NA,97,"19550",FALSE
"5685","gjoxfRazegjoxf","gjoxf83526gjoxf","Male","Public",100,"75835",TRUE
"5686","gjoxfRay-nagjoxf","gjoxf454298gjoxf","Female","Public",111,"50588",TRUE
"5687","gjoxfRay Chandlergjoxf","gjoxf685234gjoxf","Male","Public",93,"11708",TRUE
"5688","gjoxfRay Cartergjoxf","gjoxf16139gjoxf","Male","Secret",96,"24632",TRUE
"5689","gjoxfRaymond Wilgjoxf","gjoxf18634gjoxf","Male","Public",107,"24632",TRUE
"5690","gjoxfRaymonde Belmondegjoxf","gjoxf79557gjoxf","Male",NA,111,"74627",TRUE
"5691","gjoxfRav Gavaskargjoxf","gjoxf402660gjoxf","Male",NA,99,"13873",TRUE
"5692","gjoxfRay (Gladiators)gjoxf","gjoxf280278gjoxf","Male","Secret",115,"39943",TRUE
"5693","gjoxfRaymond Cartelgjoxf","gjoxf518140gjoxf","Male","Public",100,"54589",TRUE
"5694","gjoxfRattuskgjoxf","gjoxf441178gjoxf","Male",NA,106,"69331",FALSE
"5695","gjoxfRay Whitegjoxf","gjoxf18640gjoxf","Male","No Dual",95,"76501",TRUE
"5696","gjoxfRay Lippertgjoxf","gjoxf125009gjoxf","Male","Public",111,"50588",TRUE
"5697","gjoxfRaymond Cokergjoxf","gjoxf43018gjoxf","Male","Secret",110,"19550",TRUE
"5698","gjoxfRaza Longknifegjoxf","gjoxf2336gjoxf","Male","Secret",87,"75835",TRUE
"5699","gjoxfRay Morgangjoxf","gjoxf13102gjoxf","Male",NA,98,"11708",TRUE
"5700","gjoxfRaymond Dawsongjoxf","gjoxf282450gjoxf","Male","Public",80,"20398",TRUE
"5701","gjoxfRay Landersgjoxf","gjoxf106466gjoxf","Male","No Dual",93,"69764",TRUE
"5702","gjoxfRebecca Schuylergjoxf","gjoxf346086gjoxf","Female",NA,104,"69764",TRUE
"5703","gjoxfRazorheadgjoxf","gjoxf280438gjoxf","Male","Secret",99,"50842",TRUE
"5704","gjoxfRed Hargrovegjoxf","gjoxf278827gjoxf","Male","Public",103,"69331",TRUE
"5705","gjoxfRebecca McNeilgjoxf","gjoxf79586gjoxf","Female",NA,90,"54589",TRUE
"5706","gjoxfRecorder RE-404gjoxf","gjoxf2354gjoxf","Male","Public",109,"39943",FALSE
"5707","gjoxfRed Corkergjoxf","gjoxf446004gjoxf","Male","Public",99,"86119",TRUE
"5708","gjoxfRed Fowlergjoxf","gjoxf302461gjoxf","Male","Public",100,"23483",TRUE
"5709","gjoxfReaper (Demon-Fire)gjoxf","gjoxf770466gjoxf","Male","Secret",76,"20398",TRUE
"5710","gjoxfRebogjoxf","gjoxf28318gjoxf","Male","Secret",112,"69764",TRUE
"5711","gjoxfRecorder 451gjoxf","gjoxf605379gjoxf","Agender","Public",107,"20439",TRUE
"5712","gjoxfRed Barbariangjoxf","gjoxf9038gjoxf","Male","Secret",115,"13873",TRUE
"5713","gjoxfRebbecca Kaplangjoxf","gjoxf349492gjoxf","Female","Public",115,"39943",FALSE
"5714","gjoxfRebecca Essexgjoxf","gjoxf283977gjoxf","Female","Public",96,"96633",FALSE
"5715","gjoxfRecoilgjoxf","gjoxf322040gjoxf","Male","Secret",93,"24632",TRUE
"5716","gjoxfRebecca Taylorgjoxf","gjoxf171645gjoxf","Female","Public",113,"96035",TRUE
"5717","gjoxfRebecca Rainbowgjoxf","gjoxf71248gjoxf","Female","Public",88,"75835",TRUE
"5718","gjoxfRebecca Barnesgjoxf","gjoxf113479gjoxf","Female","No Dual",103,"73899",TRUE
"5719","gjoxfReboundgjoxf","gjoxf5418gjoxf","Female","Secret",92,"75835",FALSE
"5720","gjoxfRed Hawk (Apache Chief)gjoxf","gjoxf559789gjoxf","Male","Public",94,"50588",TRUE
"5721","gjoxfRebecca Houstongjoxf","gjoxf671116gjoxf","Female","Public",112,"69764",TRUE
"5722","gjoxfRazorblade (Werewolf)gjoxf","gjoxf728608gjoxf","Male","Secret",103,"20439",TRUE
"5723","gjoxfRed Feather (Triumph Division's second incarnation)gjoxf","gjoxf513994gjoxf","Female","Secret",92,"69764",TRUE
"5724","gjoxfReena Stancioffgjoxf","gjoxf303874gjoxf","Female","Secret",96,"76501",TRUE
"5725","gjoxfReed Richards (Skrull)gjoxf","gjoxf122193gjoxf","Male","Secret",93,"19550",TRUE
"5726","gjoxfRed Skull (1940s Impostor)gjoxf","gjoxf524326gjoxf","Male","Secret",85,"50842",TRUE
"5727","gjoxfRed Zeppelingjoxf","gjoxf501272gjoxf","Male",NA,105,"23483",TRUE
"5728","gjoxfRed Skeleton (Writer)gjoxf","gjoxf481329gjoxf","Male","Public",96,"69331",TRUE
"5729","gjoxfReegjoxf","gjoxf347262gjoxf","Male",NA,96,"20439",TRUE
"5730","gjoxfRed Ronin (UJ1-DX)gjoxf","gjoxf87794gjoxf","Female","Secret",100,"76501",TRUE
"5731","gjoxfRedcoatgjoxf","gjoxf524390gjoxf","Male","Secret",118,"96633",TRUE
"5732","gjoxfRedlinegjoxf","gjoxf773518gjoxf","Male","Secret",106,"73899",TRUE
"5733","gjoxfRegentgjoxf","gjoxf30345gjoxf","Male","Secret",89,"23483",TRUE
"5734","gjoxfRedshirtgjoxf","gjoxf400954gjoxf","Male","Secret",110,"39943",TRUE
"5735","gjoxfRed Raven (Liberty Legion)gjoxf","gjoxf2341gjoxf","Male","Secret",96,"96633",TRUE
"5736","gjoxfReginald Forteangjoxf","gjoxf442834gjoxf","Male","No Dual",103,"39943",TRUE
"5737","gjoxfRee-Zeegjoxf","gjoxf249101gjoxf","Male","Secret",86,"11708",TRUE
"5738","gjoxfRed-Bonegjoxf","gjoxf430603gjoxf","Male","Public",84,"20439",TRUE
"5739","gjoxfRed Wolf (American Frontier)gjoxf","gjoxf557855gjoxf","Male","Public",105,"24632",TRUE
"5740","gjoxfRedwinggjoxf","gjoxf15257gjoxf","Male","Public",94,"20398",TRUE
"5741","gjoxfRed Skeltongjoxf","gjoxf440962gjoxf","Male","No Dual",107,"50588",TRUE
"5742","gjoxfReed Richards (Doppelganger)gjoxf","gjoxf287000gjoxf","Male",NA,92,"13873",TRUE
"5743","gjoxfRedeemer (Microverse)gjoxf","gjoxf561073gjoxf","Male","Secret",99,"96633",TRUE
"5744","gjoxfReginald Harrisgjoxf","gjoxf434926gjoxf","Male","Public",98,"39943",FALSE
"5745","gjoxfReed Richardsgjoxf","gjoxf2166gjoxf","Male","Public",97,"74627",TRUE
"5746","gjoxfRed Sonjagjoxf","gjoxf43031gjoxf","Female","Public",92,"74627",TRUE
"5747","gjoxfReg Greenwoodgjoxf","gjoxf713169gjoxf","Male","No Dual",85,"76501",TRUE
"5748","gjoxfReynardogjoxf","gjoxf608712gjoxf","Male",NA,94,"86119",TRUE
"5749","gjoxfRenee Deladiergjoxf","gjoxf1494gjoxf","Female","Secret",98,"54589",TRUE
"5750","gjoxfReverbgjoxf","gjoxf16920gjoxf","Male","Secret",83,"96633",TRUE
"5751","gjoxfRex Griffingjoxf","gjoxf308615gjoxf","Male",NA,104,"69331",TRUE
"5752","gjoxfRepulsegjoxf","gjoxf555395gjoxf","Female","Secret",108,"69764",TRUE
"5753","gjoxfRennargjoxf","gjoxf289331gjoxf","Male","No Dual",94,"96633",FALSE
"5754","gjoxfReuben Davisgjoxf","gjoxf100012gjoxf","Male","Secret",87,"11708",TRUE
"5755","gjoxfRelfgjoxf","gjoxf663596gjoxf","Male",NA,94,"23483",TRUE
"5756","gjoxfReynogjoxf","gjoxf558187gjoxf","Male","Public",102,"50842",TRUE
"5757","gjoxfRevolutionary (Dynasty)gjoxf","gjoxf510953gjoxf","Male","Secret",91,"76501",TRUE
"5758","gjoxfReverend Paulgjoxf","gjoxf195604gjoxf","Male","Secret",97,"50842",TRUE
"5759","gjoxfRemusgjoxf","gjoxf547523gjoxf","Female","Secret",81,"39943",TRUE
"5760","gjoxfRexgjoxf","gjoxf16904gjoxf","Male","Secret",95,"73899",FALSE
"5761","gjoxfRemipedgjoxf","gjoxf282047gjoxf","Male","Secret",109,"50842",TRUE
"5762","gjoxfRemy LeBeaugjoxf","gjoxf1680gjoxf","Male","Secret",99,"13873",TRUE
"5763","gjoxfReva Connorsgjoxf","gjoxf440415gjoxf","Female","No Dual",116,"23483",TRUE
"5764","gjoxfRevenantgjoxf","gjoxf16913gjoxf","Female","Secret",90,"50842",TRUE
"5765","gjoxfRevanche (Kwannon)gjoxf","gjoxf2348gjoxf","Female","Secret",108,"69331",TRUE
"5766","gjoxfRetcon (Leila)gjoxf","gjoxf126034gjoxf","Female","Secret",107,"20398",TRUE
"5767","gjoxfRekrabgjoxf","gjoxf501641gjoxf","Male","Public",81,"50588",TRUE
"5768","gjoxfRetreadgjoxf","gjoxf556889gjoxf","Male",NA,106,"20398",TRUE
"5769","gjoxfReuben O'Haragjoxf","gjoxf16710gjoxf","Male","Secret",101,"23483",TRUE
"5770","gjoxfReverend Stryker (Power Cult)gjoxf","gjoxf540335gjoxf","Male",NA,97,"96633",TRUE
"5771","gjoxfRemlikgjoxf","gjoxf570480gjoxf","Male","No Dual",108,"69331",TRUE
"5772","gjoxfRichard Tainegjoxf","gjoxf248858gjoxf","Male","Secret",97,"50588",TRUE
"5773","gjoxfRichgjoxf","gjoxf569586gjoxf","Male",NA,91,"73899",TRUE
"5774","gjoxfRichard Parker (Simulacrum)gjoxf","gjoxf768283gjoxf","Male","No Dual",107,"74627",TRUE
"5775","gjoxfRhamu Rondigjoxf","gjoxf451443gjoxf","Male","Public",102,"73899",TRUE
"5776","gjoxfRhea (Warhawk)gjoxf","gjoxf501780gjoxf","Female","Public",101,"20398",TRUE
"5777","gjoxfRicardo Amegosgjoxf","gjoxf452826gjoxf","Male","Public",102,"74627",TRUE
"5778","gjoxfRichard Barnes (Heroes Reborn)gjoxf","gjoxf343625gjoxf","Male","Public",105,"20439",FALSE
"5779","gjoxfRich van Buriangjoxf","gjoxf490582gjoxf","Male","Public",99,"73899",TRUE
"5780","gjoxfRichard Parkergjoxf","gjoxf19216gjoxf","Male","No Dual",90,"24632",TRUE
"5781","gjoxfRhanlagjoxf","gjoxf454399gjoxf","Female","Public",89,"76501",TRUE
"5782","gjoxfRichard Salmonsgjoxf","gjoxf301969gjoxf","Male",NA,99,"69331",TRUE
"5783","gjoxfRhiahngjoxf","gjoxf165790gjoxf","Male",NA,92,"76501",TRUE
"5784","gjoxfRichard Rorygjoxf","gjoxf53824gjoxf","Male","Public",107,"74627",TRUE
"5785","gjoxfRichard Gardnergjoxf","gjoxf438847gjoxf","Male","Public",81,"69331",TRUE
"5786","gjoxfRhayagjoxf","gjoxf90944gjoxf","Female","Public",92,"50588",FALSE
"5787","gjoxfRicardo Jonesgjoxf","gjoxf16031gjoxf","Male","Public",98,"11708",TRUE
"5788","gjoxfRhino (Kraven)gjoxf","gjoxf307046gjoxf","Male","Secret",106,"50842",TRUE
"5789","gjoxfRichard Jonesgjoxf","gjoxf1896gjoxf","Male","No Dual",76,"39943",FALSE
"5790","gjoxfRhodegjoxf","gjoxf46812gjoxf","Female","Secret",111,"11708",TRUE
"5791","gjoxfRichard Carsongjoxf","gjoxf440315gjoxf","Male",NA,82,"24632",TRUE
"5792","gjoxfRhylgjoxf","gjoxf491111gjoxf","Female",NA,107,"20439",FALSE
"5793","gjoxfRhomann Deygjoxf","gjoxf14069gjoxf","Male",NA,111,"76501",TRUE
"5794","gjoxfRhodangjoxf","gjoxf556078gjoxf","Male",NA,94,"20439",TRUE
"5795","gjoxfRichard Jones (Impersonator)gjoxf","gjoxf551088gjoxf","Male","Public",103,"24632",TRUE
"5796","gjoxfRieg Davangjoxf","gjoxf16889gjoxf","Male","Secret",96,"11708",TRUE
"5797","gjoxfRick Chalkergjoxf","gjoxf16791gjoxf","Male","Secret",102,"69764",TRUE
"5798","gjoxfRigor (Demon-Fire)gjoxf","gjoxf770467gjoxf","Male","Secret",94,"20398",TRUE
"5799","gjoxfRichie-Bob Guinnessgjoxf","gjoxf743134gjoxf","Male","Secret",108,"74627",TRUE
"5800","gjoxfRicochet Monstergjoxf","gjoxf579654gjoxf","Male","Secret",105,"73899",TRUE
"5801","gjoxfRigo Zapatagjoxf","gjoxf401544gjoxf","Male",NA,97,"23483",TRUE
"5802","gjoxfRindingo Jonesgjoxf","gjoxf482438gjoxf","Male","No Dual",101,"50588",FALSE
"5803","gjoxfRick Bogartgjoxf","gjoxf27578gjoxf","Male","Public",111,"74627",TRUE
"5804","gjoxfRiek Bukenyagjoxf","gjoxf89430gjoxf","Male","Secret",111,"54589",TRUE
"5805","gjoxfRick Lawsongjoxf","gjoxf13128gjoxf","Male",NA,116,"24632",TRUE
"5806","gjoxfRicky Caluskygjoxf","gjoxf209717gjoxf","Male","Secret",89,"96633",FALSE
"5807","gjoxfRichie Alegriagjoxf","gjoxf18504gjoxf","Male",NA,106,"11708",TRUE
"5808","gjoxfRickygjoxf","gjoxf554991gjoxf","Male","Secret",101,"50588",TRUE
"5809","gjoxfRikutogjoxf","gjoxf422800gjoxf","Male","No Dual",105,"20439",TRUE
"5810","gjoxfRick Stonergjoxf","gjoxf123069gjoxf","Male","No Dual",101,"20439",TRUE
"5811","gjoxfRikky Keegangjoxf","gjoxf425188gjoxf","Female","Public",99,"76501",TRUE
"5812","gjoxfRico (Mutant)gjoxf","gjoxf721919gjoxf","Male","No Dual<!-- As far we know -->",103,"50842",TRUE
"5813","gjoxfRigergjoxf","gjoxf256544gjoxf","Male","Secret",97,"54589",TRUE
"5814","gjoxfRichie (criminal)gjoxf","gjoxf451798gjoxf","Male","Secret",118,"96633",TRUE
"5815","gjoxfRimi Withnailgjoxf","gjoxf607629gjoxf","Female","Public",101,"69331",TRUE
"5816","gjoxfRico Gawrengjoxf","gjoxf555850gjoxf","Male",NA,94,"13873",TRUE
"5817","gjoxfRingletgjoxf","gjoxf16921gjoxf","Female",NA,93,"69331",FALSE
"5818","gjoxfRigleviogjoxf","gjoxf560590gjoxf","Male","Secret",80,"96035",TRUE
"5819","gjoxfRintrahgjoxf","gjoxf5437gjoxf","Male","Secret",101,"54589",TRUE
"5820","gjoxfRick Davisgjoxf","gjoxf637973gjoxf","Male","Public",89,"69764",TRUE
"5821","gjoxfRobert (Mutant)gjoxf","gjoxf282460gjoxf","Male","No Dual",94,"86119",TRUE
"5822","gjoxfRita Worthgjoxf","gjoxf754519gjoxf","Female","Public",107,"39943",TRUE
"5823","gjoxfRiot (Heavy Mettle)gjoxf","gjoxf79801gjoxf","Male",NA,107,"11708",TRUE
"5824","gjoxfRobert Abbeygjoxf","gjoxf18400gjoxf","Male","Public",96,"96035",TRUE
"5825","gjoxfRobert Bruce Banner (Eternals Robot)gjoxf","gjoxf19300gjoxf","Male","Public",112,"20439",TRUE
"5826","gjoxfRobert Arnoldgjoxf","gjoxf310517gjoxf","Male","No Dual",105,"23483",TRUE
"5827","gjoxfRipangjoxf","gjoxf402961gjoxf","Male","Public",85,"96035",TRUE
"5828","gjoxfRipper (Hellbent)gjoxf","gjoxf557956gjoxf","Male","Secret",117,"96633",TRUE
"5829","gjoxfRobert Brasmangjoxf","gjoxf62445gjoxf","Male","Secret",97,"69764",TRUE
"5830","gjoxfRobert Cartergjoxf","gjoxf480732gjoxf","Male","No Dual",110,"23483",TRUE
"5831","gjoxfRoarkegjoxf","gjoxf243329gjoxf","Male",NA,107,"50842",TRUE
"5832","gjoxfRita DeMaragjoxf","gjoxf1558gjoxf","Female","Public",77,"96633",TRUE
"5833","gjoxfRobert Diamondgjoxf","gjoxf42233gjoxf","Male","No Dual",103,"24632",TRUE
"5834","gjoxfRoakgjoxf","gjoxf258475gjoxf","Male",NA,99,"19550",TRUE
"5835","gjoxfRobert (Kid Copper)gjoxf","gjoxf691819gjoxf","Male","Secret",111,"69764",TRUE
"5836","gjoxfRobert Bruce Banner (Mandarin Robot)gjoxf","gjoxf514648gjoxf","Agender","Secret",109,"69764",TRUE
"5837","gjoxfRobert Bruce Banner Jr. (Counter-Earth)gjoxf","gjoxf721884gjoxf","Male","No Dual",107,"96035",TRUE
"5838","gjoxfRippergjoxf","gjoxf401684gjoxf","Female","Secret",110,"13873",TRUE
"5839","gjoxfRobert Bronsongjoxf","gjoxf553396gjoxf","Male","No Dual",116,"86119",TRUE
"5840","gjoxfRobert Baldwingjoxf","gjoxf5708gjoxf","Male","Secret",96,"50842",TRUE
"5841","gjoxfRobert Bruce Banner (Behemoth)gjoxf","gjoxf64902gjoxf","Male",NA,88,"69764",TRUE
"5842","gjoxfRobert Dammergjoxf","gjoxf755039gjoxf","Male","No Dual",89,"54589",TRUE
"5843","gjoxfRita Greygjoxf","gjoxf441648gjoxf","Female","Public",105,"69764",TRUE
"5844","gjoxfRobert Lathropgjoxf","gjoxf552556gjoxf","Male","Public",84,"73899",TRUE
"5845","gjoxfRobert Haogjoxf","gjoxf1314gjoxf","Male",NA,87,"96035",TRUE
"5846","gjoxfRobert Takiguchigjoxf","gjoxf165278gjoxf","Male","No Dual",87,"96035",TRUE
"5847","gjoxfRobert Smithgjoxf","gjoxf71250gjoxf","Male","Public",96,"96035",TRUE
"5848","gjoxfRobert Shawgjoxf","gjoxf683352gjoxf","Male","No Dual",86,"24632",TRUE
"5849","gjoxfRobert Michaudgjoxf","gjoxf606381gjoxf","Male","No Dual",98,"39943",TRUE
"5850","gjoxfRobert Russogjoxf","gjoxf30917gjoxf","Male","Public",110,"20398",TRUE
"5851","gjoxfRobert Harrisongjoxf","gjoxf451532gjoxf","Male","Public",114,"69764",TRUE
"5852","gjoxfRobert Landersgjoxf","gjoxf570105gjoxf","Male","Public",111,"86119",TRUE
"5853","gjoxfRobert Fostergjoxf","gjoxf282468gjoxf","Male","Public",101,"86119",TRUE
"5854","gjoxfRobert McCoygjoxf","gjoxf196715gjoxf","Male","Public",101,"23483",TRUE
"5855","gjoxfRobert Graysongjoxf","gjoxf2113gjoxf","Male","Secret",112,"24632",TRUE
"5856","gjoxfRobert Rolandgjoxf","gjoxf451590gjoxf","Male","No Dual",109,"50842",TRUE
"5857","gjoxfRobert Hellsgaardgjoxf","gjoxf309696gjoxf","Male","Secret",108,"11708",TRUE
"5858","gjoxfRobert Takahamagjoxf","gjoxf631204gjoxf","Male",NA,97,"19550",TRUE
"5859","gjoxfRobert Martingjoxf","gjoxf542762gjoxf","Male","No Dual",105,"20398",FALSE
"5860","gjoxfRobert Hanklingjoxf","gjoxf706251gjoxf","Male","Public",98,"73899",TRUE
"5861","gjoxfRobert Reynoldsgjoxf","gjoxf6517gjoxf","Male","Secret",111,"73899",TRUE
"5862","gjoxfRobert Newellgjoxf","gjoxf754768gjoxf","Male","No Dual",101,"24632",TRUE
"5863","gjoxfRobert Huntergjoxf","gjoxf2234gjoxf","Male","Public",109,"23483",FALSE
"5864","gjoxfRobert Hagongjoxf","gjoxf317925gjoxf","Male","Public",94,"19550",TRUE
"5865","gjoxfRobert Morrisgjoxf","gjoxf758412gjoxf","Male","No Dual",120,"96035",TRUE
"5866","gjoxfRobert Hansongjoxf","gjoxf480313gjoxf","Male","No Dual",102,"50588",TRUE
"5867","gjoxfRobert Farrellgjoxf","gjoxf5442gjoxf","Male","Secret",98,"24632",TRUE
"5868","gjoxfRobert O'Bryangjoxf","gjoxf86105gjoxf","Male","Public",96,"11708",TRUE
"5869","gjoxfRobin Wisegjoxf","gjoxf482688gjoxf","Male","Secret",104,"20439",TRUE
"5870","gjoxfRobin Hoodgjoxf","gjoxf486518gjoxf","Male","Secret",103,"11708",TRUE
"5871","gjoxfRocket Raccoongjoxf","gjoxf2359gjoxf","Male","No Dual",92,"96035",TRUE
"5872","gjoxfRocco Castiglionegjoxf","gjoxf524760gjoxf","Male","Public",115,"73899",TRUE
"5873","gjoxfRock Wit Mikegjoxf","gjoxf257142gjoxf","Male",NA,115,"24632",FALSE
"5874","gjoxfRock Murdockgjoxf","gjoxf684449gjoxf","Male","Public",113,"69764",TRUE
"5875","gjoxfRocgjoxf","gjoxf282401gjoxf","Male",NA,101,"75835",TRUE
"5876","gjoxfRoberto da Costa (Reignfire)gjoxf","gjoxf2346gjoxf","Male","Secret",94,"75835",TRUE
"5877","gjoxfRoberto Kowalskigjoxf","gjoxf686903gjoxf","Male","Secret",120,"11708",FALSE
"5878","gjoxfRobert Washingtongjoxf","gjoxf18590gjoxf","Male","Secret",111,"96633",TRUE
"5879","gjoxfRocco (Construction Worker)gjoxf","gjoxf511471gjoxf","Male","Public",93,"54589",TRUE
"5880","gjoxfRobwoodgjoxf","gjoxf483282gjoxf","Male","Public",93,"20439",FALSE
"5881","gjoxfRocket-Launchergjoxf","gjoxf334895gjoxf","Male",NA,84,"20439",TRUE
"5882","gjoxfRobin Braxtongjoxf","gjoxf19411gjoxf","Female","Public",99,"76501",TRUE
"5883","gjoxfRoberto Velasquezgjoxf","gjoxf19164gjoxf","Male","Public",112,"50588",TRUE
"5884","gjoxfRobyn Hoodgjoxf","gjoxf540285gjoxf","Female","Secret",105,"20439",TRUE
"5885","gjoxfRoc (Assassin)gjoxf","gjoxf727039gjoxf","Male","Secret",94,"69764",TRUE
"5886","gjoxfRobert Zepheniahgjoxf","gjoxf476759gjoxf","Male","Secret",107,"11708",FALSE
"5887","gjoxfRochelle LeBeaugjoxf","gjoxf410086gjoxf","Female","Secret",99,"24632",TRUE
"5888","gjoxfRoc of Lemuriagjoxf","gjoxf478077gjoxf","Male","Public",91,"20439",TRUE
"5889","gjoxfRoger Stephensongjoxf","gjoxf466966gjoxf","Male","Secret",79,"54589",TRUE
"5890","gjoxfRoger Willisgjoxf","gjoxf247886gjoxf","Male","Secret",110,"19550",TRUE
"5891","gjoxfRoddy McLeishgjoxf","gjoxf28069gjoxf","Male","Public",90,"23483",FALSE
"5892","gjoxfRoderick Kruppgjoxf","gjoxf12755gjoxf","Male","Secret",84,"96633",TRUE
"5893","gjoxfRoddy Coltgjoxf","gjoxf238412gjoxf","Male","Secret",89,"19550",TRUE
"5894","gjoxfRod Nelsongjoxf","gjoxf183679gjoxf","Male","No Dual",94,"76501",TRUE
"5895","gjoxfRojasgjoxf","gjoxf715443gjoxf","Female","No Dual",107,"96035",TRUE
"5896","gjoxfRoger Coopergjoxf","gjoxf39461gjoxf","Male","Public",97,"96633",TRUE
"5897","gjoxfRoger Brokeridgegjoxf","gjoxf53308gjoxf","Male","Secret",102,"74627",TRUE
"5898","gjoxfRoger Jolietgjoxf","gjoxf660115gjoxf","Male",NA,111,"19550",TRUE
"5899","gjoxfRoger Phillipsgjoxf","gjoxf706137gjoxf","Male","Secret",109,"20398",TRUE
"5900","gjoxfRoger Gockinggjoxf","gjoxf342905gjoxf","Male",NA,107,"20398",TRUE
"5901","gjoxfRoglogjoxf","gjoxf440955gjoxf","Male","Public",105,"39943",TRUE
"5902","gjoxfRoger Ramseygjoxf","gjoxf429908gjoxf","Male",NA,95,"96035",TRUE
"5903","gjoxfRodrigo de Smithgjoxf","gjoxf482513gjoxf","Male","Public",102,"54589",TRUE
"5904","gjoxfRococogjoxf","gjoxf438186gjoxf","Female","Secret",104,"11708",TRUE
"5905","gjoxfRoger Weltongjoxf","gjoxf45674gjoxf","Male",NA,79,"75835",TRUE
"5906","gjoxfRoger Fieldstongjoxf","gjoxf58720gjoxf","Male","Secret",85,"23483",TRUE
"5907","gjoxfRoger Bochs Jr.gjoxf","gjoxf659973gjoxf","Male","Public",94,"13873",TRUE
"5908","gjoxfRodney Stackgjoxf","gjoxf248820gjoxf","Male",NA,91,"73899",TRUE
"5909","gjoxfRoger Duttongjoxf","gjoxf742812gjoxf","Male","No Dual",95,"50842",TRUE
"5910","gjoxfRoderick Campbellgjoxf","gjoxf75398gjoxf","Male","Secret",109,"39943",TRUE
"5911","gjoxfRocky Rhodesgjoxf","gjoxf430601gjoxf","Male","Public",99,"11708",FALSE
"5912","gjoxfRockwell Davisgjoxf","gjoxf88488gjoxf","Male","Secret",121,"73899",TRUE
"5913","gjoxfRoger Sharminegjoxf","gjoxf521766gjoxf","Male","Secret",113,"20439",TRUE
"5914","gjoxfRomulus Augustulusgjoxf","gjoxf2504gjoxf","Male","Secret",105,"54589",TRUE
"5915","gjoxfRosalie Carbonegjoxf","gjoxf19591gjoxf","Female",NA,91,"11708",TRUE
"5916","gjoxfRooster Cockburngjoxf","gjoxf44272gjoxf","Male","Secret",97,"20398",TRUE
"5917","gjoxfRoky Vancegjoxf","gjoxf118106gjoxf","Male",NA,105,"73899",TRUE
"5918","gjoxfRoland Taylorgjoxf","gjoxf503900gjoxf","Male","Public",99,"69331",TRUE
"5919","gjoxfRonald Rankingjoxf","gjoxf297629gjoxf","Male","No Dual",91,"74627",TRUE
"5920","gjoxfRomany Wisdomgjoxf","gjoxf34232gjoxf","Female","Secret",99,"20439",TRUE
"5921","gjoxfRollogjoxf","gjoxf612287gjoxf","Male","No Dual",106,"19550",TRUE
"5922","gjoxfRonald Kinneygjoxf","gjoxf452787gjoxf","Male","Secret",99,"50588",TRUE
"5923","gjoxfRonald (Mutant)gjoxf","gjoxf555024gjoxf","Male","Public",105,"11708",TRUE
"5924","gjoxfRoland Treecegjoxf","gjoxf47433gjoxf","Male",NA,79,"54589",TRUE
"5925","gjoxfRootargjoxf","gjoxf393795gjoxf","Male","No Dual",106,"39943",TRUE
"5926","gjoxfRosa Belinskigjoxf","gjoxf508619gjoxf","Male","Secret",98,"19550",TRUE
"5927","gjoxfRonald Hilliardgjoxf","gjoxf27309gjoxf","Male","Known to Authorities",96,"20398",TRUE
"5928","gjoxfRolandagjoxf","gjoxf473488gjoxf","Female","Public",111,"96035",TRUE
"5929","gjoxfRory Destinegjoxf","gjoxf4009gjoxf","Male","Secret",100,"13873",TRUE
"5930","gjoxfRongor (Asgard)gjoxf","gjoxf238318gjoxf","Male","Public",87,"20439",TRUE
"5931","gjoxfRonnie Dowellgjoxf","gjoxf709477gjoxf","Male","Public",99,"54589",TRUE
"5932","gjoxfRonald Reagangjoxf","gjoxf70950gjoxf","Male","No Dual",98,"74627",TRUE
"5933","gjoxfRosalind Sharpegjoxf","gjoxf19556gjoxf","Female","Public",96,"23483",TRUE
"5934","gjoxfRorkannugjoxf","gjoxf32561gjoxf","Male",NA,94,"96633",TRUE
"5935","gjoxfRongagjoxf","gjoxf289329gjoxf","Male","No Dual",96,"39943",TRUE
"5936","gjoxfRolfegjoxf","gjoxf105336gjoxf","Male",NA,104,"13873",TRUE
"5937","gjoxfRosa Sapristigjoxf","gjoxf251766gjoxf","Female","No Dual",101,"69331",TRUE
"5938","gjoxfRosalinda Aguilargjoxf","gjoxf18454gjoxf","Female","Public",89,"73899",TRUE
"5939","gjoxfRoy Cookgjoxf","gjoxf79788gjoxf","Male",NA,104,"50588",FALSE
"5940","gjoxfRowena Macleangjoxf","gjoxf761578gjoxf","Female","Secret",115,"74627",TRUE
"5941","gjoxfRoxelanagjoxf","gjoxf640359gjoxf","Female","Public",110,"69764",TRUE
"5942","gjoxfRossveissagjoxf","gjoxf511680gjoxf","Female","Public",106,"75835",FALSE
"5943","gjoxfRose Wugjoxf","gjoxf29183gjoxf","Female",NA,102,"50588",TRUE
"5944","gjoxfRowden Pipergjoxf","gjoxf246420gjoxf","Male","Secret",94,"69331",TRUE
"5945","gjoxfRoss Jonasgjoxf","gjoxf83379gjoxf","Male",NA,104,"50842",TRUE
"5946","gjoxfRose (assassin)gjoxf","gjoxf554872gjoxf","Female","Public",88,"13873",TRUE
